SEQUENCE,CLASSIFICATION
SRR20766474.11070.1,Non-viral
SRR20766474.11072.1,Non-viral
SRR20766474.11073.1,Non-viral
SRR20766474.11079.1,Non-viral
SRR20766474.11080.1,Non-viral
SRR20766474.11082.1,Non-viral
SRR20766474.11083.1,Non-viral
SRR20766474.11084.1,Non-viral
SRR20766474.11086.1,Non-viral
SRR20766474.11089.1,Non-viral
SRR20766474.11096.1,Non-viral
SRR20766474.11102.1,Non-viral
SRR20766474.11107.1,Non-viral
SRR20766474.11112.1,Non-viral
SRR20766474.11113.1,Non-viral
SRR20766474.11116.1,Non-viral
SRR20766474.11128.1,Non-viral
SRR20766474.11130.1,Non-viral
SRR20766474.11131.1,Non-viral
SRR20766474.11133.1,Non-viral
SRR20766474.11134.1,Non-viral
SRR20766474.11135.1,Non-viral
SRR20766474.11141.1,Non-viral
SRR20766474.11145.1,Non-viral
SRR20766474.11151.1,Non-viral
SRR20766474.11154.1,Non-viral
SRR20766474.11157.1,Non-viral
SRR20766474.11158.1,Non-viral
SRR20766474.11165.1,Non-viral
SRR20766474.11169.1,Non-viral
SRR20766474.11170.1,Non-viral
SRR20766474.11172.1,Non-viral
SRR20766474.11177.1,Non-viral
SRR20766474.11179.1,Non-viral
SRR20766474.11181.1,Non-viral
SRR20766474.11184.1,Non-viral
SRR20766474.11186.1,Non-viral
SRR20766474.11188.1,Non-viral
SRR20766474.11191.1,Non-viral
SRR20766474.11192.1,Non-viral
SRR20766474.11196.1,Non-viral
SRR20766474.11197.1,Non-viral
SRR20766474.11200.1,Non-viral
SRR20766474.11201.1,Non-viral
SRR20766474.11202.1,Non-viral
SRR20766474.11204.1,Non-viral
SRR20766474.11207.1,Non-viral
SRR20766474.11211.1,Non-viral
SRR20766474.11218.1,Non-viral
SRR20766474.11219.1,Non-viral
SRR20766474.11221.1,Non-viral
SRR20766474.11225.1,Non-viral
SRR20766474.11227.1,Non-viral
SRR20766474.11228.1,Non-viral
SRR20766474.11234.1,Non-viral
SRR20766474.11236.1,Non-viral
SRR20766474.11238.1,Non-viral
SRR20766474.11239.1,Non-viral
SRR20766474.11241.1,Non-viral
SRR20766474.11242.1,Non-viral
SRR20766474.11244.1,Non-viral
SRR20766474.11250.1,Non-viral
SRR20766474.11254.1,Non-viral
SRR20766474.11266.1,Non-viral
SRR20766474.11269.1,Non-viral
SRR20766474.11270.1,Non-viral
SRR20766474.11271.1,Non-viral
SRR20766474.11276.1,Non-viral
SRR20766474.11279.1,Non-viral
SRR20766474.11289.1,Non-viral
SRR20766474.11294.1,Non-viral
SRR20766474.11298.1,Non-viral
SRR20766474.11299.1,Non-viral
SRR20766474.11300.1,Non-viral
SRR20766474.11301.1,Non-viral
SRR20766474.11303.1,Non-viral
SRR20766474.11305.1,Non-viral
SRR20766474.11308.1,Non-viral
SRR20766474.11315.1,Non-viral
SRR20766474.11316.1,Non-viral
SRR20766474.11320.1,Non-viral
SRR20766474.11322.1,Non-viral
SRR20766474.11323.1,Non-viral
SRR20766474.11324.1,Non-viral
SRR20766474.11326.1,Non-viral
SRR20766474.11328.1,Non-viral
SRR20766474.11331.1,Non-viral
SRR20766474.11332.1,Non-viral
SRR20766474.11337.1,Non-viral
SRR20766474.11341.1,Non-viral
SRR20766474.11346.1,Non-viral
SRR20766474.11348.1,Non-viral
SRR20766474.11354.1,Non-viral
SRR20766474.11355.1,Non-viral
SRR20766474.11358.1,Non-viral
SRR20766474.11360.1,Non-viral
SRR20766474.11363.1,Non-viral
SRR20766474.11368.1,Non-viral
SRR20766474.11370.1,Non-viral
SRR20766474.11371.1,Non-viral
SRR20766474.11373.1,Non-viral
SRR20766474.11375.1,Non-viral
SRR20766474.11379.1,Non-viral
SRR20766474.11384.1,Non-viral
SRR20766474.11385.1,Non-viral
SRR20766474.11386.1,Non-viral
SRR20766474.11387.1,Non-viral
SRR20766474.11389.1,Non-viral
SRR20766474.11390.1,Non-viral
SRR20766474.11393.1,Non-viral
SRR20766474.11396.1,Non-viral
SRR20766474.11397.1,Non-viral
SRR20766474.11399.1,Non-viral
SRR20766474.11401.1,Non-viral
SRR20766474.11403.1,Non-viral
SRR20766474.11404.1,Non-viral
SRR20766474.11406.1,Non-viral
SRR20766474.11412.1,Non-viral
SRR20766474.11415.1,Non-viral
SRR20766474.11421.1,Non-viral
SRR20766474.11427.1,Non-viral
SRR20766474.11428.1,Non-viral
SRR20766474.11431.1,Non-viral
SRR20766474.11432.1,Non-viral
SRR20766474.11435.1,Non-viral
SRR20766474.11438.1,Non-viral
SRR20766474.11440.1,Non-viral
SRR20766474.11442.1,Non-viral
SRR20766474.11446.1,Non-viral
SRR20766474.11449.1,Non-viral
SRR20766474.11451.1,Non-viral
SRR20766474.11453.1,Non-viral
SRR20766474.11454.1,Non-viral
SRR20766474.11457.1,Non-viral
SRR20766474.11458.1,Non-viral
SRR20766474.11460.1,Non-viral
SRR20766474.11462.1,Non-viral
SRR20766474.11465.1,Non-viral
SRR20766474.11467.1,Non-viral
SRR20766474.11469.1,Non-viral
SRR20766474.11470.1,Non-viral
SRR20766474.11475.1,Non-viral
SRR20766474.11476.1,Non-viral
SRR20766474.11478.1,Non-viral
SRR20766474.11479.1,Non-viral
SRR20766474.11481.1,Non-viral
SRR20766474.11486.1,Non-viral
SRR20766474.11491.1,Non-viral
SRR20766474.11492.1,Non-viral
SRR20766474.11494.1,Non-viral
SRR20766474.11495.1,Non-viral
SRR20766474.11498.1,Non-viral
SRR20766474.11503.1,Non-viral
SRR20766474.11510.1,Non-viral
SRR20766474.11515.1,Non-viral
SRR20766474.11521.1,Non-viral
SRR20766474.11522.1,Non-viral
SRR20766474.11523.1,Non-viral
SRR20766474.11524.1,Non-viral
SRR20766474.11526.1,Non-viral
SRR20766474.11528.1,Non-viral
SRR20766474.11529.1,Non-viral
SRR20766474.11530.1,Non-viral
SRR20766474.11531.1,Non-viral
SRR20766474.11534.1,Non-viral
SRR20766474.11539.1,Non-viral
SRR20766474.11543.1,Non-viral
SRR20766474.11546.1,Non-viral
SRR20766474.11556.1,Non-viral
SRR20766474.11558.1,Non-viral
SRR20766474.11559.1,Non-viral
SRR20766474.11560.1,Non-viral
SRR20766474.11565.1,Non-viral
SRR20766474.11571.1,Non-viral
SRR20766474.11574.1,Non-viral
SRR20766474.11575.1,Non-viral
SRR20766474.11577.1,Non-viral
SRR20766474.11579.1,Non-viral
SRR20766474.11583.1,Non-viral
SRR20766474.11585.1,Non-viral
SRR20766474.11587.1,Non-viral
SRR20766474.11589.1,Non-viral
SRR20766474.11590.1,Non-viral
SRR20766474.11592.1,Non-viral
SRR20766474.11603.1,Non-viral
SRR20766474.11606.1,Non-viral
SRR20766474.11609.1,Non-viral
SRR20766474.11612.1,Non-viral
SRR20766474.11616.1,Non-viral
SRR20766474.11617.1,Non-viral
SRR20766474.11618.1,Non-viral
SRR20766474.11622.1,Non-viral
SRR20766474.11623.1,Non-viral
SRR20766474.11626.1,Non-viral
SRR20766474.11628.1,Non-viral
SRR20766474.11636.1,Non-viral
SRR20766474.11641.1,Non-viral
SRR20766474.11642.1,Non-viral
SRR20766474.11644.1,Non-viral
SRR20766474.11652.1,Non-viral
SRR20766474.11653.1,Non-viral
SRR20766474.11654.1,Non-viral
SRR20766474.11661.1,Non-viral
SRR20766474.11663.1,Non-viral
SRR20766474.11668.1,Non-viral
SRR20766474.11669.1,Non-viral
SRR20766474.11670.1,Non-viral
SRR20766474.11671.1,Non-viral
SRR20766474.11672.1,Non-viral
SRR20766474.11679.1,Non-viral
SRR20766474.11681.1,Non-viral
SRR20766474.11683.1,Non-viral
SRR20766474.11691.1,Non-viral
SRR20766474.11696.1,Non-viral
SRR20766474.11697.1,Non-viral
SRR20766474.11700.1,Non-viral
SRR20766474.11703.1,Non-viral
SRR20766474.11704.1,Non-viral
SRR20766474.11710.1,Non-viral
SRR20766474.11712.1,Non-viral
SRR20766474.11714.1,Non-viral
SRR20766474.11715.1,Non-viral
SRR20766474.11716.1,Non-viral
SRR20766474.11717.1,Non-viral
SRR20766474.11718.1,Non-viral
SRR20766474.11721.1,Non-viral
SRR20766474.11723.1,Non-viral
SRR20766474.11725.1,Non-viral
SRR20766474.11726.1,Non-viral
SRR20766474.11727.1,Non-viral
SRR20766474.11728.1,Non-viral
SRR20766474.11729.1,Non-viral
SRR20766474.11731.1,Non-viral
SRR20766474.11732.1,Non-viral
SRR20766474.11733.1,Non-viral
SRR20766474.11734.1,Non-viral
SRR20766474.11735.1,Non-viral
SRR20766474.11738.1,Non-viral
SRR20766474.11740.1,Non-viral
SRR20766474.11741.1,Non-viral
SRR20766474.11743.1,Non-viral
SRR20766474.11745.1,Non-viral
SRR20766474.11746.1,Non-viral
SRR20766474.11749.1,Non-viral
SRR20766474.11751.1,Non-viral
SRR20766474.11752.1,Non-viral
SRR20766474.11753.1,Non-viral
SRR20766474.11755.1,Non-viral
SRR20766474.11759.1,Non-viral
SRR20766474.11762.1,Non-viral
SRR20766474.11763.1,Non-viral
SRR20766474.11764.1,Non-viral
SRR20766474.11765.1,Non-viral
SRR20766474.11775.1,Non-viral
SRR20766474.11776.1,Non-viral
SRR20766474.11778.1,Non-viral
SRR20766474.11779.1,Non-viral
SRR20766474.11780.1,Non-viral
SRR20766474.11785.1,Non-viral
SRR20766474.11787.1,Non-viral
SRR20766474.11789.1,Non-viral
SRR20766474.11790.1,Non-viral
SRR20766474.11791.1,Non-viral
SRR20766474.11794.1,Non-viral
SRR20766474.11795.1,Non-viral
SRR20766474.11800.1,Non-viral
SRR20766474.11801.1,Non-viral
SRR20766474.11802.1,Non-viral
SRR20766474.11804.1,Non-viral
SRR20766474.11806.1,Non-viral
SRR20766474.11807.1,Non-viral
SRR20766474.11808.1,Non-viral
SRR20766474.11809.1,Non-viral
SRR20766474.11810.1,Non-viral
SRR20766474.11811.1,Non-viral
SRR20766474.11812.1,Non-viral
SRR20766474.11814.1,Non-viral
SRR20766474.11815.1,Non-viral
SRR20766474.11819.1,Non-viral
SRR20766474.11822.1,Non-viral
SRR20766474.11824.1,Non-viral
SRR20766474.11825.1,Non-viral
SRR20766474.11826.1,Non-viral
SRR20766474.11831.1,Non-viral
SRR20766474.11833.1,Non-viral
SRR20766474.11834.1,Non-viral
SRR20766474.11843.1,Non-viral
SRR20766474.11852.1,Non-viral
SRR20766474.11853.1,Non-viral
SRR20766474.11855.1,Non-viral
SRR20766474.11859.1,Non-viral
SRR20766474.11862.1,Non-viral
SRR20766474.11864.1,Non-viral
SRR20766474.11867.1,Non-viral
SRR20766474.11871.1,Non-viral
SRR20766474.11873.1,Non-viral
SRR20766474.11877.1,Non-viral
SRR20766474.11880.1,Non-viral
SRR20766474.11881.1,Non-viral
SRR20766474.11883.1,Non-viral
SRR20766474.11886.1,Non-viral
SRR20766474.11887.1,Non-viral
SRR20766474.11888.1,Non-viral
SRR20766474.11890.1,Non-viral
SRR20766474.11893.1,Non-viral
SRR20766474.11894.1,Non-viral
SRR20766474.11897.1,Non-viral
SRR20766474.11902.1,Non-viral
SRR20766474.11903.1,Non-viral
SRR20766474.11907.1,Non-viral
SRR20766474.11909.1,Non-viral
SRR20766474.11910.1,Non-viral
SRR20766474.11912.1,Non-viral
SRR20766474.11913.1,Non-viral
SRR20766474.11917.1,Non-viral
SRR20766474.11920.1,Non-viral
SRR20766474.11925.1,Non-viral
SRR20766474.11928.1,Non-viral
SRR20766474.11929.1,Non-viral
SRR20766474.11932.1,Non-viral
SRR20766474.11934.1,Non-viral
SRR20766474.11936.1,Non-viral
SRR20766474.11952.1,Non-viral
SRR20766474.11961.1,Non-viral
SRR20766474.11963.1,Non-viral
SRR20766474.11965.1,Non-viral
SRR20766474.11967.1,Non-viral
SRR20766474.11970.1,Non-viral
SRR20766474.11971.1,Non-viral
SRR20766474.11976.1,Non-viral
SRR20766474.11979.1,Non-viral
SRR20766474.11980.1,Non-viral
SRR20766474.11986.1,Non-viral
SRR20766474.11987.1,Non-viral
SRR20766474.11992.1,Non-viral
SRR20766474.11994.1,Non-viral
SRR20766474.11995.1,Non-viral
SRR20766474.11999.1,Non-viral
SRR20766474.12000.1,Non-viral
SRR20766474.12001.1,Non-viral
SRR20766474.12002.1,Non-viral
SRR20766474.12003.1,Non-viral
SRR20766474.12004.1,Non-viral
SRR20766474.12007.1,Non-viral
SRR20766474.12008.1,Non-viral
SRR20766474.12012.1,Non-viral
SRR20766474.12015.1,Non-viral
SRR20766474.12018.1,Non-viral
SRR20766474.12019.1,Non-viral
SRR20766474.12028.1,Non-viral
SRR20766474.12031.1,Non-viral
SRR20766474.12039.1,Non-viral
SRR20766474.12040.1,Non-viral
SRR20766474.12045.1,Non-viral
SRR20766474.12048.1,Non-viral
SRR20766474.12049.1,Non-viral
SRR20766474.12051.1,Non-viral
SRR20766474.12055.1,Non-viral
SRR20766474.12058.1,Non-viral
SRR20766474.12059.1,Non-viral
SRR20766474.12063.1,Non-viral
SRR20766474.12064.1,Non-viral
SRR20766474.12066.1,Non-viral
SRR20766474.12067.1,Non-viral
SRR20766474.12068.1,Non-viral
SRR20766474.12070.1,Non-viral
SRR20766474.12072.1,Non-viral
SRR20766474.12076.1,Non-viral
SRR20766474.12078.1,Non-viral
SRR20766474.12079.1,Non-viral
SRR20766474.12081.1,Non-viral
SRR20766474.12082.1,Non-viral
SRR20766474.12087.1,Non-viral
SRR20766474.12088.1,Non-viral
SRR20766474.12093.1,Non-viral
SRR20766474.12094.1,Non-viral
SRR20766474.12100.1,Non-viral
SRR20766474.12101.1,Non-viral
SRR20766474.12102.1,Non-viral
SRR20766474.12104.1,Non-viral
SRR20766474.12108.1,Non-viral
SRR20766474.12110.1,Non-viral
SRR20766474.12114.1,Non-viral
SRR20766474.12115.1,Non-viral
SRR20766474.12117.1,Non-viral
SRR20766474.12126.1,Non-viral
SRR20766474.12129.1,Non-viral
SRR20766474.12131.1,Non-viral
SRR20766474.12132.1,Non-viral
SRR20766474.12151.1,Non-viral
SRR20766474.12153.1,Non-viral
SRR20766474.12165.1,Non-viral
SRR20766474.12167.1,Non-viral
SRR20766474.12171.1,Non-viral
SRR20766474.12179.1,Non-viral
SRR20766474.12183.1,Non-viral
SRR20766474.12185.1,Non-viral
SRR20766474.12190.1,Non-viral
SRR20766474.12192.1,Non-viral
SRR20766474.12193.1,Non-viral
SRR20766474.12197.1,Non-viral
SRR20766474.12198.1,Non-viral
SRR20766474.12199.1,Non-viral
SRR20766474.12200.1,Non-viral
SRR20766474.12201.1,Non-viral
SRR20766474.12202.1,Non-viral
SRR20766474.12204.1,Non-viral
SRR20766474.12208.1,Non-viral
SRR20766474.12209.1,Non-viral
SRR20766474.12212.1,Non-viral
SRR20766474.12214.1,Non-viral
SRR20766474.12216.1,Non-viral
SRR20766474.12217.1,Non-viral
SRR20766474.12218.1,Non-viral
SRR20766474.12219.1,Non-viral
SRR20766474.12222.1,Non-viral
SRR20766474.12223.1,Non-viral
SRR20766474.12224.1,Non-viral
SRR20766474.12227.1,Non-viral
SRR20766474.12228.1,Non-viral
SRR20766474.12229.1,Non-viral
SRR20766474.12231.1,Non-viral
SRR20766474.12233.1,Non-viral
SRR20766474.12235.1,Non-viral
SRR20766474.12239.1,Non-viral
SRR20766474.12246.1,Non-viral
SRR20766474.12247.1,Non-viral
SRR20766474.12260.1,Non-viral
SRR20766474.12261.1,Non-viral
SRR20766474.12266.1,Non-viral
SRR20766474.12269.1,Non-viral
SRR20766474.12272.1,Non-viral
SRR20766474.12276.1,Non-viral
SRR20766474.12277.1,Non-viral
SRR20766474.12280.1,Non-viral
SRR20766474.12282.1,Non-viral
SRR20766474.12287.1,Non-viral
SRR20766474.12289.1,Non-viral
SRR20766474.12295.1,Non-viral
SRR20766474.12297.1,Non-viral
SRR20766474.12298.1,Non-viral
SRR20766474.12301.1,Non-viral
SRR20766474.12302.1,Non-viral
SRR20766474.12303.1,Non-viral
SRR20766474.12307.1,Non-viral
SRR20766474.12308.1,Non-viral
SRR20766474.12309.1,Non-viral
SRR20766474.12311.1,Non-viral
SRR20766474.12312.1,Non-viral
SRR20766474.12317.1,Non-viral
SRR20766474.12319.1,Non-viral
SRR20766474.12330.1,Non-viral
SRR20766474.12331.1,Non-viral
SRR20766474.12337.1,Non-viral
SRR20766474.12345.1,Non-viral
SRR20766474.12346.1,Non-viral
SRR20766474.12348.1,Non-viral
SRR20766474.12353.1,Non-viral
SRR20766474.12354.1,Non-viral
SRR20766474.12356.1,Non-viral
SRR20766474.12358.1,Non-viral
SRR20766474.12362.1,Non-viral
SRR20766474.12364.1,Non-viral
SRR20766474.12366.1,Non-viral
SRR20766474.12368.1,Non-viral
SRR20766474.12370.1,Non-viral
SRR20766474.12371.1,Non-viral
SRR20766474.12372.1,Non-viral
SRR20766474.12375.1,Non-viral
SRR20766474.12380.1,Non-viral
SRR20766474.12381.1,Non-viral
SRR20766474.12391.1,Non-viral
SRR20766474.12395.1,Non-viral
SRR20766474.12396.1,Non-viral
SRR20766474.12399.1,Non-viral
SRR20766474.12403.1,Non-viral
SRR20766474.12407.1,Non-viral
SRR20766474.12410.1,Non-viral
SRR20766474.12413.1,Non-viral
SRR20766474.12414.1,Non-viral
SRR20766474.12415.1,Non-viral
SRR20766474.12417.1,Non-viral
SRR20766474.12419.1,Non-viral
SRR20766474.12422.1,Non-viral
SRR20766474.12431.1,Non-viral
SRR20766474.12434.1,Non-viral
SRR20766474.12436.1,Non-viral
SRR20766474.12437.1,Non-viral
SRR20766474.12438.1,Non-viral
SRR20766474.12440.1,Non-viral
SRR20766474.12441.1,Non-viral
SRR20766474.12443.1,Non-viral
SRR20766474.12446.1,Non-viral
SRR20766474.12447.1,Non-viral
SRR20766474.12448.1,Non-viral
SRR20766474.12456.1,Non-viral
SRR20766474.12458.1,Non-viral
SRR20766474.12459.1,Non-viral
SRR20766474.12460.1,Non-viral
SRR20766474.12461.1,Non-viral
SRR20766474.12462.1,Non-viral
SRR20766474.12466.1,Non-viral
SRR20766474.12468.1,Non-viral
SRR20766474.12474.1,Non-viral
SRR20766474.12478.1,Non-viral
SRR20766474.12484.1,Non-viral
SRR20766474.12486.1,Non-viral
SRR20766474.12487.1,Non-viral
SRR20766474.12490.1,Non-viral
SRR20766474.12492.1,Non-viral
SRR20766474.12495.1,Non-viral
SRR20766474.12500.1,Non-viral
SRR20766474.12502.1,Non-viral
SRR20766474.12504.1,Non-viral
SRR20766474.12506.1,Non-viral
SRR20766474.12507.1,Non-viral
SRR20766474.12510.1,Non-viral
SRR20766474.12512.1,Non-viral
SRR20766474.12519.1,Non-viral
SRR20766474.12521.1,Non-viral
SRR20766474.12522.1,Non-viral
SRR20766474.12528.1,Non-viral
SRR20766474.12529.1,Non-viral
SRR20766474.12530.1,Non-viral
SRR20766474.12533.1,Non-viral
SRR20766474.12535.1,Non-viral
SRR20766474.12537.1,Non-viral
SRR20766474.12538.1,Non-viral
SRR20766474.12541.1,Non-viral
SRR20766474.12546.1,Non-viral
SRR20766474.12552.1,Non-viral
SRR20766474.12554.1,Non-viral
SRR20766474.12557.1,Non-viral
SRR20766474.12562.1,Non-viral
SRR20766474.12568.1,Non-viral
SRR20766474.12569.1,Non-viral
SRR20766474.12570.1,Non-viral
SRR20766474.12573.1,Non-viral
SRR20766474.12575.1,Non-viral
SRR20766474.12580.1,Non-viral
SRR20766474.12581.1,Non-viral
SRR20766474.12583.1,Non-viral
SRR20766474.12584.1,Non-viral
SRR20766474.12587.1,Non-viral
SRR20766474.12588.1,Non-viral
SRR20766474.12591.1,Non-viral
SRR20766474.12592.1,Non-viral
SRR20766474.12595.1,Non-viral
SRR20766474.12596.1,Non-viral
SRR20766474.12600.1,Non-viral
SRR20766474.12602.1,Non-viral
SRR20766474.12604.1,Non-viral
SRR20766474.12605.1,Non-viral
SRR20766474.12607.1,Non-viral
SRR20766474.12609.1,Non-viral
SRR20766474.12611.1,Non-viral
SRR20766474.12613.1,Non-viral
SRR20766474.12614.1,Non-viral
SRR20766474.12621.1,Non-viral
SRR20766474.12625.1,Non-viral
SRR20766474.12626.1,Non-viral
SRR20766474.12627.1,Non-viral
SRR20766474.12629.1,Non-viral
SRR20766474.12631.1,Non-viral
SRR20766474.12633.1,Non-viral
SRR20766474.12639.1,Non-viral
SRR20766474.12642.1,Non-viral
SRR20766474.12645.1,Non-viral
SRR20766474.12646.1,Non-viral
SRR20766474.12651.1,Non-viral
SRR20766474.12653.1,Non-viral
SRR20766474.12655.1,Non-viral
SRR20766474.12658.1,Non-viral
SRR20766474.12659.1,Non-viral
SRR20766474.12667.1,Non-viral
SRR20766474.12670.1,Non-viral
SRR20766474.12672.1,Non-viral
SRR20766474.12677.1,Non-viral
SRR20766474.12682.1,Non-viral
SRR20766474.12683.1,Non-viral
SRR20766474.12684.1,Non-viral
SRR20766474.12685.1,Non-viral
SRR20766474.12687.1,Non-viral
SRR20766474.12690.1,Non-viral
SRR20766474.12691.1,Non-viral
SRR20766474.12693.1,Non-viral
SRR20766474.12696.1,Non-viral
SRR20766474.12697.1,Non-viral
SRR20766474.12701.1,Non-viral
SRR20766474.12707.1,Non-viral
SRR20766474.12709.1,Non-viral
SRR20766474.12712.1,Non-viral
SRR20766474.12714.1,Non-viral
SRR20766474.12715.1,Non-viral
SRR20766474.12716.1,Non-viral
SRR20766474.12718.1,Non-viral
SRR20766474.12719.1,Non-viral
SRR20766474.12722.1,Non-viral
SRR20766474.12724.1,Non-viral
SRR20766474.12727.1,Non-viral
SRR20766474.12729.1,Non-viral
SRR20766474.12730.1,Non-viral
SRR20766474.12733.1,Non-viral
SRR20766474.12735.1,Non-viral
SRR20766474.12737.1,Non-viral
SRR20766474.12739.1,Non-viral
SRR20766474.12744.1,Non-viral
SRR20766474.12745.1,Non-viral
SRR20766474.12746.1,Non-viral
SRR20766474.12752.1,Non-viral
SRR20766474.12755.1,Non-viral
SRR20766474.12761.1,Non-viral
SRR20766474.12764.1,Non-viral
SRR20766474.12768.1,Non-viral
SRR20766474.12769.1,Non-viral
SRR20766474.12771.1,Non-viral
SRR20766474.12773.1,Non-viral
SRR20766474.12775.1,Non-viral
SRR20766474.12776.1,Non-viral
SRR20766474.12778.1,Non-viral
SRR20766474.12781.1,Non-viral
SRR20766474.12783.1,Non-viral
SRR20766474.12784.1,Non-viral
SRR20766474.12785.1,Non-viral
SRR20766474.12787.1,Non-viral
SRR20766474.12790.1,Non-viral
SRR20766474.12795.1,Non-viral
SRR20766474.12796.1,Non-viral
SRR20766474.12805.1,Non-viral
SRR20766474.12810.1,Non-viral
SRR20766474.12811.1,Non-viral
SRR20766474.12820.1,Non-viral
SRR20766474.12821.1,Non-viral
SRR20766474.12822.1,Non-viral
SRR20766474.12832.1,Non-viral
SRR20766474.12839.1,Non-viral
SRR20766474.12844.1,Non-viral
SRR20766474.12848.1,Non-viral
SRR20766474.12858.1,Non-viral
SRR20766474.12859.1,Non-viral
SRR20766474.12860.1,Non-viral
SRR20766474.12861.1,Non-viral
SRR20766474.12865.1,Non-viral
SRR20766474.12868.1,Non-viral
SRR20766474.12872.1,Non-viral
SRR20766474.12880.1,Non-viral
SRR20766474.12884.1,Non-viral
SRR20766474.12885.1,Non-viral
SRR20766474.12888.1,Non-viral
SRR20766474.12890.1,Non-viral
SRR20766474.12891.1,Non-viral
SRR20766474.12896.1,Non-viral
SRR20766474.12897.1,Non-viral
SRR20766474.12901.1,Non-viral
SRR20766474.12902.1,Non-viral
SRR20766474.12904.1,Non-viral
SRR20766474.12911.1,Non-viral
SRR20766474.12912.1,Non-viral
SRR20766474.12916.1,Non-viral
SRR20766474.12917.1,Non-viral
SRR20766474.12921.1,Non-viral
SRR20766474.12929.1,Non-viral
SRR20766474.12941.1,Non-viral
SRR20766474.12942.1,Non-viral
SRR20766474.12945.1,Non-viral
SRR20766474.12948.1,Non-viral
SRR20766474.12949.1,Non-viral
SRR20766474.12952.1,Non-viral
SRR20766474.12953.1,Non-viral
SRR20766474.12956.1,Non-viral
SRR20766474.12959.1,Non-viral
SRR20766474.12961.1,Non-viral
SRR20766474.12962.1,Non-viral
SRR20766474.12963.1,Non-viral
SRR20766474.12969.1,Non-viral
SRR20766474.12971.1,Non-viral
SRR20766474.12977.1,Non-viral
SRR20766474.12980.1,Non-viral
SRR20766474.12981.1,Non-viral
SRR20766474.12983.1,Non-viral
SRR20766474.12985.1,Non-viral
SRR20766474.12989.1,Non-viral
SRR20766474.12993.1,Non-viral
SRR20766474.12998.1,Non-viral
SRR20766474.12999.1,Non-viral
SRR20766474.13002.1,Non-viral
SRR20766474.13004.1,Non-viral
SRR20766474.13005.1,Non-viral
SRR20766474.13006.1,Non-viral
SRR20766474.13008.1,Non-viral
